series,selector,value,signal,pad,#,confidence,basis
CH32V467,afio-tim8-remap,1,TIM8_CH1N,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-tim8-remap,1,TIM8_CH2,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-tim8-remap,1,TIM8_CH2N,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-tim8-remap,1,TIM8_CH3,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-tim8-remap,1,TIM8_CH3N,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-tim8-remap,1,TIM8_CH4,PC13-TAMPER-RTC,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-tim8-remap,1,TIM8_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,0,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart1-remap,0,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart1-remap,0,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart1-remap,0,USART1_RX,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart1-remap,0,USART1_TX,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart1-remap,1,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,1,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,1,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,1,USART1_RX,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,1,USART1_TX,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,2,USART1_CK,PA10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,2,USART1_CTS,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,2,USART1_RTS,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,2,USART1_RX,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,2,USART1_TX,PB15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,3,USART1_CK,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,3,USART1_CTS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,3,USART1_RTS,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,3,USART1_RX,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart1-remap,3,USART1_TX,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,0,USART10_CK,PE12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart10-remap,0,USART10_CTS,PC14-OSC32_IN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart10-remap,0,USART10_RTS,PC15-OSC32_OUT,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart10-remap,0,USART10_RX,PE1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart10-remap,0,USART10_TX,PE0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart10-remap,1,USART10_CK,PE12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,1,USART10_CTS,PC14-OSC32_IN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,1,USART10_RTS,PC15-OSC32_OUT,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,1,USART10_RX,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,1,USART10_TX,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,2,USART10_CK,PD10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,2,USART10_CTS,PD13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,2,USART10_RTS,PD14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,2,USART10_RX,PD12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,2,USART10_TX,PD11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,3,USART10_CK,PD10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,3,USART10_CTS,PD13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,3,USART10_RTS,PD14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,3,USART10_RX,PD12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart10-remap,3,USART10_TX,PD11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart2-remap,0,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart2-remap,0,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart2-remap,0,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart2-remap,0,USART2_RX,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart2-remap,0,USART2_TX,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart2-remap,1,USART2_CK,PD7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart2-remap,1,USART2_CTS,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart2-remap,1,USART2_RTS,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart2-remap,1,USART2_RX,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart2-remap,1,USART2_TX,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,0,USART3_CK,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart3-remap,0,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart3-remap,0,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart3-remap,0,USART3_RX,PB11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart3-remap,0,USART3_TX,PB10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart3-remap,1,USART3_CK,PC12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,1,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,1,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,1,USART3_RX,PC11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,1,USART3_TX,PC10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,2,USART3_CK,PD10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,2,USART3_CTS,PD11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,2,USART3_RTS,PD12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,2,USART3_RX,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,2,USART3_TX,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,3,USART3_CK,PD10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,3,USART3_CTS,PD11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,3,USART3_RTS,PD12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,3,USART3_RX,PD9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart3-remap,3,USART3_TX,PD8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,0,USART4_CK,PC12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart4-remap,0,USART4_CTS,PA13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart4-remap,0,USART4_RTS,PD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart4-remap,0,USART4_RX,PC11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart4-remap,0,USART4_TX,PC10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart4-remap,1,USART4_CK,PB2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,1,USART4_CTS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,1,USART4_RTS,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,1,USART4_RX,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,1,USART4_TX,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,2,USART4_CK,PE12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,2,USART4_CTS,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,2,USART4_RTS,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,2,USART4_RX,PE1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,2,USART4_TX,PE0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,3,USART4_CK,PE12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,3,USART4_CTS,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,3,USART4_RTS,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,3,USART4_RX,PE1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart4-remap,3,USART4_TX,PE0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,0,USART5_CK,PB5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart5-remap,0,USART5_CTS,PB3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart5-remap,0,USART5_RTS,PB4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart5-remap,0,USART5_RX,PD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart5-remap,0,USART5_TX,PC12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart5-remap,1,USART5_CK,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,1,USART5_CTS,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,1,USART5_RTS,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,1,USART5_RX,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,1,USART5_TX,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,2,USART5_CK,PB2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,2,USART5_CTS,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,2,USART5_RTS,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,2,USART5_RX,PE9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,2,USART5_TX,PE8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,3,USART5_CK,PB2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,3,USART5_CTS,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,3,USART5_RTS,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,3,USART5_RX,PE9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart5-remap,3,USART5_TX,PE8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,0,USART6_CK,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart6-remap,0,USART6_CTS,PC2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart6-remap,0,USART6_RTS,PC3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart6-remap,0,USART6_RX,PC1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart6-remap,0,USART6_TX,PC0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart6-remap,1,USART6_CK,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,1,USART6_CTS,PE0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,1,USART6_RTS,PE1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,1,USART6_RX,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,1,USART6_TX,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,2,USART6_CK,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,2,USART6_CTS,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,2,USART6_RTS,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,2,USART6_RX,PE11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,2,USART6_TX,PE10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,3,USART6_CK,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,3,USART6_CTS,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,3,USART6_RTS,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,3,USART6_RX,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart6-remap,3,USART6_TX,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,0,USART7_CK,PC1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart7-remap,0,USART7_CTS,PC4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart7-remap,0,USART7_RTS,PC5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart7-remap,0,USART7_RX,PC3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart7-remap,0,USART7_TX,PC2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart7-remap,1,USART7_CK,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,1,USART7_CTS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,1,USART7_RTS,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,1,USART7_RX,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,1,USART7_TX,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,2,USART7_CK,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,2,USART7_CTS,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,2,USART7_RTS,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,2,USART7_RX,PA10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,2,USART7_TX,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,3,USART7_CK,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,3,USART7_CTS,PC8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,3,USART7_RTS,PC9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,3,USART7_RX,PA10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart7-remap,3,USART7_TX,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,0,USART8_CK,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart8-remap,0,USART8_CTS,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart8-remap,0,USART8_RTS,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart8-remap,0,USART8_RX,PC5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart8-remap,0,USART8_TX,PC4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart8-remap,1,USART8_CK,PB15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,1,USART8_CTS,PE10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,1,USART8_RTS,PE11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,1,USART8_RX,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,1,USART8_TX,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,2,USART8_CK,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,2,USART8_CTS,PB13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,2,USART8_RTS,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,2,USART8_RX,PB14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,2,USART8_TX,PB15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,3,USART8_CK,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,3,USART8_CTS,PB13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,3,USART8_RTS,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,3,USART8_RX,PB14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart8-remap,3,USART8_TX,PB15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,0,USART9_CK,PD8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart9-remap,0,USART9_CTS,PE8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart9-remap,0,USART9_RTS,PE9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart9-remap,0,USART9_RX,PB2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart9-remap,0,USART9_TX,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V467,afio-usart9-remap,1,USART9_CK,PD8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,1,USART9_CTS,PE8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,1,USART9_RTS,PE9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,1,USART9_RX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,1,USART9_TX,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,2,USART9_CK,PE2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,2,USART9_CTS,PE5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,2,USART9_RTS,PE6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,2,USART9_RX,PE4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,2,USART9_TX,PE3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,3,USART9_CK,PE2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,3,USART9_CTS,PE5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,3,USART9_RTS,PE6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,3,USART9_RX,PE4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V467,afio-usart9-remap,3,USART9_TX,PE3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,0,SCL,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-i2c1-remap,0,SDA,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-i2c1-remap,2,SCL,PC16,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,2,SDA,PC17,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,3,SCL,PC19,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,3,SDA,PC18,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,4,SCL,PC17,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,4,SDA,PC16,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,5,SCL,PC18,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-i2c1-remap,5,SDA,PC19,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-pioc-remap,0,PIOC_IO0,PC18,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-pioc-remap,0,PIOC_IO1,PC19,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-spi1-remap,0,CS,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-spi1-remap,0,MISO,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-spi1-remap,0,MOSI,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-spi1-remap,0,SCK,PA5,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-spi1-remap,1,MOSI,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-spi1-remap,2,MISO,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-spi1-remap,2,MOSI,PA10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-spi1-remap,2,SCK,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,0,T1C2N,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-tim1-remap,0,T1C4,PC16,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-tim1-remap,0,T1ET,PC17,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-tim1-remap,1,T1BK,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,1,T1C1N,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,1,T1C2N,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,1,T1C3N,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,1,T1C4,PC16,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,1,T1ET,PC17,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,2,T1C2N,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,2,T1ET,PC18,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,3,T1C4,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim1-remap,3,T1ET,PC18,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim2-remap,0,T2C1,PA0,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-tim2-remap,0,T2C2,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-tim2-remap,0,T2C3,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-tim2-remap,0,T2C4,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32X033,afio-tim2-remap,1,T2BK,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim2-remap,1,T2C3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim2-remap,1,T2C4,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim2-remap,2,T2C1,PA0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32X033,afio-tim2-remap,2,T2C1N,PC3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
