part_number,attribute,value,label_zh,label_en,basis,confidence
CH32V002F4U6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V002F4U6,adtm,1,高级 定时 器,ADTM,products:zh+products:en,confirmed
CH32V002F4U6,gptm,1,通用 定时 器,GPTM,products:zh+products:en,confirmed
CH32V002F4U6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V002F4U6,serial_port,1,串口,Serial port,products:zh+products:en,confirmed
CH32V002F4U6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V002F4U6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V002J4M6,adc,6+2,ADC,ADC,products:zh+products:en,confirmed
CH32V002J4M6,adtm,1,高级 定时 器,ADTM,products:zh+products:en,confirmed
CH32V002J4M6,gptm,1,通用 定时 器,GPTM,products:zh+products:en,confirmed
CH32V002J4M6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V002J4M6,serial_port,1,串口,Serial port,products:zh+products:en,confirmed
CH32V002J4M6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V003A4M6,adc_channel_no,6,ADC 通道数,ADC Channel No.,products:zh+products:en,confirmed
CH32V003A4M6,advanced_control_timer,1,高级 定时器,Advanced- control timer,products:zh+products:en,confirmed
CH32V003A4M6,general_purpose_i_o,14,,General- purpose I/O,products:en,reference
CH32V003A4M6,general_purpose_timer,1,通用 定时器,General- purpose timer,products:zh+products:en,confirmed
CH32V003A4M6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V003A4M6,system_clock_source,3,系统 时钟源,System clock source,products:zh+products:en,confirmed
CH32V003A4M6,usart,1,USART,USART,products:zh+products:en,confirmed
CH32V003A4M6,watchdog,2,看门狗,Watchdog,products:zh+products:en,confirmed
CH32V003F4P6,adc_channel_no,8,ADC 通道数,ADC Channel No.,products:zh+products:en,confirmed
CH32V003F4P6,advanced_control_timer,1,高级 定时器,Advanced- control timer,products:zh+products:en,confirmed
CH32V003F4P6,general_purpose_i_o,18,,General- purpose I/O,products:en,reference
CH32V003F4P6,general_purpose_timer,1,通用 定时器,General- purpose timer,products:zh+products:en,confirmed
CH32V003F4P6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V003F4P6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V003F4P6,system_clock_source,3,系统 时钟源,System clock source,products:zh+products:en,confirmed
CH32V003F4P6,usart,1,USART,USART,products:zh+products:en,confirmed
CH32V003F4P6,watchdog,2,看门狗,Watchdog,products:zh+products:en,confirmed
CH32V003F4U6,adc_channel_no,8,ADC 通道数,ADC Channel No.,products:zh+products:en,confirmed
CH32V003F4U6,advanced_control_timer,1,高级 定时器,Advanced- control timer,products:zh+products:en,confirmed
CH32V003F4U6,general_purpose_i_o,18,,General- purpose I/O,products:en,reference
CH32V003F4U6,general_purpose_timer,1,通用 定时器,General- purpose timer,products:zh+products:en,confirmed
CH32V003F4U6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V003F4U6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V003F4U6,system_clock_source,3,系统 时钟源,System clock source,products:zh+products:en,confirmed
CH32V003F4U6,usart,1,USART,USART,products:zh+products:en,confirmed
CH32V003F4U6,watchdog,2,看门狗,Watchdog,products:zh+products:en,confirmed
CH32V003J4M6,adc_channel_no,6,ADC 通道数,ADC Channel No.,products:zh+products:en,confirmed
CH32V003J4M6,advanced_control_timer,1,高级 定时器,Advanced- control timer,products:zh+products:en,confirmed
CH32V003J4M6,general_purpose_i_o,6,,General- purpose I/O,products:en,reference
CH32V003J4M6,general_purpose_timer,1,通用 定时器,General- purpose timer,products:zh+products:en,confirmed
CH32V003J4M6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V003J4M6,system_clock_source,3,系统 时钟源,System clock source,products:zh+products:en,confirmed
CH32V003J4M6,usart,1,USART,USART,products:zh+products:en,confirmed
CH32V003J4M6,watchdog,2,看门狗,Watchdog,products:zh+products:en,confirmed
CH32V004F6P1,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V004F6P1,adtm,1,高级 定时 器,ADTM,products:zh+products:en,confirmed
CH32V004F6P1,gptm,1,通用 定时 器,GPTM,products:zh+products:en,confirmed
CH32V004F6P1,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V004F6P1,serial_port,1,串口,Serial port,products:zh+products:en,confirmed
CH32V004F6P1,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V004F6P1,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V004F6U1,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V004F6U1,adtm,1,高级 定时 器,ADTM,products:zh+products:en,confirmed
CH32V004F6U1,gptm,1,通用 定时 器,GPTM,products:zh+products:en,confirmed
CH32V004F6U1,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V004F6U1,serial_port,1,串口,Serial port,products:zh+products:en,confirmed
CH32V004F6U1,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V004F6U1,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V005D6U6,adc,4+2,ADC,ADC,products:zh+products:en,confirmed
CH32V005D6U6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V005D6U6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V005D6U6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V005D6U6,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V005D6U6,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V005D6U6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V005E6R6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V005E6R6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V005E6R6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V005E6R6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V005E6R6,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V005E6R6,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V005E6R6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V005E6R6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V005F6P6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V005F6P6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V005F6P6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V005F6P6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V005F6P6,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V005F6P6,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V005F6P6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V005F6P6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V005F6U6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V005F6U6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V005F6U6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V005F6U6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V005F6U6,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V005F6U6,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V005F6U6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V005F6U6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V006D8U7,adc,4+2,ADC,ADC,products:zh+products:en,confirmed
CH32V006D8U7,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V006D8U7,capacitive_touchkey,4,电容 触摸 按键,Capacitive touchkey,products:zh+products:en,confirmed
CH32V006D8U7,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V006D8U7,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V006D8U7,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V006D8U7,opa_polling,3,OPA 轮询,OPA polling,products:zh+products:en,confirmed
CH32V006D8U7,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V006D8U7,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V006D8U7,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V006E8R6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V006E8R6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V006E8R6,capacitive_touchkey,8,电容 触摸 按键,Capacitive touchkey,products:zh+products:en,confirmed
CH32V006E8R6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V006E8R6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V006E8R6,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V006E8R6,opa_polling,3,OPA 轮询,OPA polling,products:zh+products:en,confirmed
CH32V006E8R6,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V006E8R6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V006E8R6,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V006E8R6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V006E8R7,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V006E8R7,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V006E8R7,capacitive_touchkey,8,电容 触摸 按键,Capacitive touchkey,products:zh+products:en,confirmed
CH32V006E8R7,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V006E8R7,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V006E8R7,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V006E8R7,opa_polling,3,OPA 轮询,OPA polling,products:zh+products:en,confirmed
CH32V006E8R7,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V006E8R7,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V006E8R7,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V006E8R7,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V006F4U6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V006F4U6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V006F4U6,capacitive_touchkey,8,电容 触摸 按键,Capacitive touchkey,products:zh+products:en,confirmed
CH32V006F4U6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V006F4U6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V006F4U6,serial_port,1,串口,Serial port,products:zh+products:en,confirmed
CH32V006F4U6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V006F4U6,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V006F4U6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V006F8P7,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V006F8P7,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V006F8P7,capacitive_touchkey,8,电容 触摸 按键,Capacitive touchkey,products:zh+products:en,confirmed
CH32V006F8P7,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V006F8P7,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V006F8P7,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V006F8P7,opa_polling,3,OPA 轮询,OPA polling,products:zh+products:en,confirmed
CH32V006F8P7,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V006F8P7,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V006F8P7,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V006F8P7,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V006F8U7,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V006F8U7,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V006F8U7,capacitive_touchkey,8,电容 触摸 按键,Capacitive touchkey,products:zh+products:en,confirmed
CH32V006F8U7,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V006F8U7,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V006F8U7,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V006F8U7,opa_polling,3,OPA 轮询,OPA polling,products:zh+products:en,confirmed
CH32V006F8U7,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V006F8U7,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V006F8U7,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V006F8U7,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V006K8U7,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V006K8U7,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V006K8U7,capacitive_touchkey,8,电容 触摸 按键,Capacitive touchkey,products:zh+products:en,confirmed
CH32V006K8U7,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V006K8U7,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V006K8U7,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V006K8U7,opa_polling,3,OPA 轮询,OPA polling,products:zh+products:en,confirmed
CH32V006K8U7,serial_port,2,串口,Serial port,products:zh+products:en,confirmed
CH32V006K8U7,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V006K8U7,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V006K8U7,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V007E8R6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V007E8R6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V007E8R6,cmp,2,CMP,CMP,products:zh+products:en,confirmed
CH32V007E8R6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V007E8R6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V007E8R6,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V007E8R6,opa_polling,3,OPA 轮询,OPA Polling,products:zh+products:en,confirmed
CH32V007E8R6,serial_port,2,串 口,Serial port,products:zh+products:en,confirmed
CH32V007E8R6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V007E8R6,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V007E8R6,touch_key_button,8,电容 触摸 按键,Touch-key button,products:zh+products:en,confirmed
CH32V007E8R6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V007E8R7,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V007E8R7,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V007E8R7,cmp,2,CMP,CMP,products:zh+products:en,confirmed
CH32V007E8R7,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V007E8R7,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V007E8R7,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V007E8R7,opa_polling,3,OPA 轮询,OPA Polling,products:zh+products:en,confirmed
CH32V007E8R7,serial_port,2,串 口,Serial port,products:zh+products:en,confirmed
CH32V007E8R7,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V007E8R7,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V007E8R7,touch_key_button,8,电容 触摸 按键,Touch-key button,products:zh+products:en,confirmed
CH32V007E8R7,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V007K8U6,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V007K8U6,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V007K8U6,cmp,2,CMP,CMP,products:zh+products:en,confirmed
CH32V007K8U6,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V007K8U6,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V007K8U6,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V007K8U6,opa_polling,3,OPA 轮询,OPA Polling,products:zh+products:en,confirmed
CH32V007K8U6,serial_port,2,串 口,Serial port,products:zh+products:en,confirmed
CH32V007K8U6,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V007K8U6,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V007K8U6,touch_key_button,8,电容 触摸 按键,Touch-key button,products:zh+products:en,confirmed
CH32V007K8U6,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V007K8U7,adc,8+2,ADC,ADC,products:zh+products:en,confirmed
CH32V007K8U7,adtm,1,高 级 定 时 器,ADTM,products:zh+products:en,confirmed
CH32V007K8U7,cmp,2,CMP,CMP,products:zh+products:en,confirmed
CH32V007K8U7,gptm,1,通 用 定 时 器,GPTM,products:zh+products:en,confirmed
CH32V007K8U7,i2c,1,I2C,I2C,products:zh+products:en,confirmed
CH32V007K8U7,opa,1,OPA 运放,OPA,products:zh+products:en,confirmed
CH32V007K8U7,opa_polling,3,OPA 轮询,OPA Polling,products:zh+products:en,confirmed
CH32V007K8U7,serial_port,2,串 口,Serial port,products:zh+products:en,confirmed
CH32V007K8U7,spi,1,SPI,SPI,products:zh+products:en,confirmed
CH32V007K8U7,streamlined_timer,1,精 简 定 时 器,Streamlined timer,products:zh+products:en,confirmed
CH32V007K8U7,touch_key_button,8,电容 触摸 按键,Touch-key button,products:zh+products:en,confirmed
CH32V007K8U7,watchdog,2,看 门 狗,Watchdog,products:zh+products:en,confirmed
CH32V103C6T6,adc_tkey_number_of_channels,10,ADC/TKey（通道数),ADC/TKey (Number of channels),products:zh+products:en,confirmed
CH32V103C6T6,communicationinterface,1,通信接口,CommunicationInterface,products:zh+products:en,confirmed
CH32V103C6T6,cpu_clock_frequency,Typical: 72MHz,,CPU clock frequency,products:en,reference
CH32V103C6T6,cpu_main_frequency,Typ. 72MHz,CPU主频,,products:zh,reference
CH32V103C6T6,operating_voltage,2.7V～5.5V,工作电压,,products:zh,reference
CH32V103C6T6,operating_voltage_,2.7V~5.5V,,Operating voltage,products:en,reference
CH32V103C6T6,timer,2,定时器,Timer,products:zh+products:en,confirmed
CH32V103C8T6,adc_tkey_number_of_channels,10,ADC/TKey（通道数),ADC/TKey (Number of channels),products:zh+products:en,confirmed
CH32V103C8T6,communicationinterface,2,通信接口,CommunicationInterface,products:zh+products:en,confirmed
CH32V103C8T6,timer,3,定时器,Timer,products:zh+products:en,confirmed
CH32V103C8U6,adc_tkey_number_of_channels,10,ADC/TKey（通道数),ADC/TKey (Number of channels),products:zh+products:en,confirmed
CH32V103C8U6,communicationinterface,2,通信接口,CommunicationInterface,products:zh+products:en,confirmed
CH32V103C8U6,timer,3,定时器,Timer,products:zh+products:en,confirmed
CH32V103R8T6,adc_tkey_number_of_channels,16,ADC/TKey（通道数),ADC/TKey (Number of channels),products:zh+products:en,confirmed
CH32V103R8T6,communicationinterface,2,通信接口,CommunicationInterface,products:zh+products:en,confirmed
CH32V103R8T6,timer,3,定时器,Timer,products:zh+products:en,confirmed
CH32V203C6T6,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203C6T6,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203C6T6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203C6T6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V203C6U6,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203C6U6,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203C6U6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203C6U6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V203C8T6,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203C8T6,ecafretninoitacinummoc,4,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203C8T6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203C8T6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V203C8U6,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203C8U6,ecafretninoitacinummoc,4,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203C8U6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203C8U6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V203CCT6,adc,10+3,ADC,ADC,products:zh+products:en,confirmed
CH32V203CCT6,can,1,CAN,CAN,products:zh+products:en,confirmed
CH32V203CCT6,cmp,2,CMP,CMP,products:zh+products:en,confirmed
CH32V203CCT6,i2c,2,I2C,I2C,products:zh+products:en,confirmed
CH32V203CCT6,opa,2,OPA,OPA,products:zh+products:en,confirmed
CH32V203CCT6,pdusb,1,PDUSB,PDUSB,products:zh+products:en,confirmed
CH32V203CCT6,qspi,1,QSPI,QSPI,products:zh+products:en,confirmed
CH32V203CCT6,rtc,√,RTC,RTC,products:zh+products:en,confirmed
CH32V203CCT6,spi,2,SPI,SPI,products:zh+products:en,confirmed
CH32V203CCT6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V203CCT6,tkey,10,TKEY,TKEY,products:zh+products:en,confirmed
CH32V203CCT6,usart,8,USART,USART,products:zh+products:en,confirmed
CH32V203F6P6,adc_tkey_channel_unitcount,9@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203F6P6,cpu_clock_speed,Max: 144MHz,CPU主频,CPU clock speed,products:zh+products:en,confirmed
CH32V203F6P6,ecafretninoitacinummoc,1,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203F6P6,opa_cmp,1,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203F6P6,rated_voltage,3.3V,额定电压,Rated voltage,products:zh+products:en,confirmed
CH32V203F6P6,rtc,Supported,RTC,RTC,products:zh+products:en,confirmed
CH32V203F6P6,timer,1(3),定时器,Timer,products:zh+products:en,confirmed
CH32V203F8P6,adc_tkey_channel_unitcount,9@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203F8P6,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203F8P6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203F8P6,timer,1(3),定时器,Timer,products:zh+products:en,confirmed
CH32V203F8U6,adc_tkey_channel_unitcount,9@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203F8U6,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203F8U6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203F8U6,timer,1(3),定时器,Timer,products:zh+products:en,confirmed
CH32V203G6U6,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203G6U6,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203G6U6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203G6U6,timer,1(3),定时器,Timer,products:zh+products:en,confirmed
CH32V203G8R6,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203G8R6,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203G8R6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203G8R6,timer,1(3),定时器,Timer,products:zh+products:en,confirmed
CH32V203K8T6,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203K8T6,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203K8T6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203K8T6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V203K8U7,adc_tkey_channel_unitcount,10@2,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203K8U7,ecafretninoitacinummoc,2,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203K8U7,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203K8U7,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V203RBT6,adc_tkey_channel_unitcount,16@1,ADC/TKey(通道数@单元),ADC/TKey (channel@unitcount),products:zh+products:en,confirmed
CH32V203RBT6,ecafretninoitacinummoc,4,通信接口,ecafretninoitacinummoC,products:zh+products:en,confirmed
CH32V203RBT6,opa_cmp,2,运放、比较器,OPA/CMP,products:zh+products:en,confirmed
CH32V203RBT6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V205CCT6,adc,16+3,ADC,ADC,products:zh+products:en,confirmed
CH32V205CCT6,can,1,CAN,CAN,products:zh+products:en,confirmed
CH32V205CCT6,cmp,2,CMP,CMP,products:zh+products:en,confirmed
CH32V205CCT6,cpu_main_frequency,40MHz@Zero-wait; Max: 192MHz@Non-zero wait,CPU主频,CPU main frequency,products:zh+products:en,confirmed
CH32V205CCT6,i2c,2,I2C,I2C,products:zh+products:en,confirmed
CH32V205CCT6,opa,2,OPA,OPA,products:zh+products:en,confirmed
CH32V205CCT6,pdusb,1,PDUSB,PDUSB,products:zh+products:en,confirmed
CH32V205CCT6,pioc,1,PIOC,PIOC,products:zh+products:en,confirmed
CH32V205CCT6,qspi,1,QSPI,QSPI,products:zh+products:en,confirmed
CH32V205CCT6,rated_voltage,3.3V,额定电压,Rated voltage,products:zh+products:en,confirmed
CH32V205CCT6,rtc,√,RTC,RTC,products:zh+products:en,confirmed
CH32V205CCT6,spi,2,SPI,SPI,products:zh+products:en,confirmed
CH32V205CCT6,timer,1,定时器,Timer,products:zh+products:en,confirmed
CH32V205CCT6,tkey,16,TKEY,TKEY,products:zh+products:en,confirmed
CH32V205CCT6,usart,8,USART,USART,products:zh+products:en,confirmed
CH32V205RCT6,adc,16+3,ADC,ADC,products:zh+products:en,confirmed
CH32V205RCT6,can,1,CAN,CAN,products:zh+products:en,confirmed
CH32V205RCT6,cmp,2,CMP,CMP,products:zh+products:en,confirmed
CH32V205RCT6,i2c,2,I2C,I2C,products:zh+products:en,confirmed
CH32V205RCT6,opa,2,OPA,OPA,products:zh+products:en,confirmed
