family,datasheet,table,pad,signal,route,#,confidence,basis
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB6,USBHS_DM,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB7,FSMC_NADV,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB7,I2C1_SDA,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB7,PB7,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB7,TIM4_CH2,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB7,TIM8_CH2,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB7,USART1_RX,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB7,USBHS_DP,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,CAN1_RX,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,DVP_D6,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,ETH_MII_TXD3,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,I2C1_SCL,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,PB8,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,SDIO_D4,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,TIM10_CH1,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,TIM4_CH3,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,TIM8_CH3,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB8,UART6_TX,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,CAN1_TX,remap-2,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,DVP_D7,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,I2C1_SDA,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,PB9,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,SDIO_D5,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,TIM10_CH2,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,TIM4_CH4,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,TIM8_BKIN,remap-1,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PB9,UART6_RX,remap-1,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC0,ADC_IN10,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC0,ETH_RGMII_RXC,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC0,PC0,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC0,TIM9_CH1N,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC0,UART6_TX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,ADC_IN11,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,ETH_MII_MDC,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,ETH_RGMII_RXC,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,ETH_RGMII_RXCTL,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,ETH_RMII_MDC,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,PC1,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,TIM9_CH2N,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,TL,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC1,UART6_RX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,DVP_D8,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,I2S3_CK,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,PC10,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,SDIO_D2,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,SPI3_SCK,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,TIM10_ETR,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,UART4_TX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC10,USART3_TX,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC11,DVP_D4,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC11,PC11,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC11,SDIO_D3,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC11,SPI3_MISO,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC11,TIM10_CH4,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC11,UART4_RX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC11,USART3_RX,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,DVP_D9,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,I2S3_SD,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,PC12,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,SDIO_CK,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,SPI3_MOSI,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,TIM10_BKIN,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,UART5_TX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC12,USART3_CK,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC2,ADC_IN12,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC2,ETH_MII_TXD2,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC2,ETH_RGMII_RXD0,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC2,OPA3_CH1N,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC2,PC2,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC2,TIM9_CH3N,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC2,UART7_TX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,ADC_IN13,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,ETH_MII_TX_CL,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,ETH_MII_TX_CLK,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,ETH_RGMII_RXD1,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,K,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,OPA4_CH1N,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,PC3,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,TIM10_CH3,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC3,UART7_RX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,ADC_IN14,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,ETH_MII_RXD0,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,ETH_RGMII_TXD1,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,ETH_RMII_RXD0,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,OPA4_CH1P,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,PC4,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,TIM9_CH4,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,UART8_TX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC4,USART1_CTS,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,ADC_IN15,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,ETH_MII_RXD1,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,ETH_RGMII_TXD2,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,ETH_RMII_RXD1,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,OPA3_CH1P,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,PC5,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,TIM9_BKIN,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,UART8_RX,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC5,USART1_RTS,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC6,ETH_RXP,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC6,I2S2_MCK,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC6,PC6,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC6,SDIO_D6,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC6,TIM3_CH1,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC6,TIM8_CH1,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC7,I2S3_MCK,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC7,I2S3_MCK（11）（12）,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC7,PC7,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC7,SDIO_D7,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC7,TIM3_CH2,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC7,TIM8_CH2,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC8,DVP_D2,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC8,ETH_TXP,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC8,PC8,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC8,SDIO_D0,default,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC8,SDIO_D0（7）,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC8,TIM3_CH3,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PC8,TIM8_CH3,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD0,CAN1_RX,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD0,FSMC_D2,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD0,PD0,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD0,TIM10_ETR,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD0,TIM10_ETR,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD1,CAN1_TX,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD1,FSMC_D3,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD1,PD1,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD1,TIM10_CH1,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD1,TIM10_CH1,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,ETH_MII_RXD1,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,ETH_RMII_RXD1,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,FSMC_D15,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,PD10,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,TIM9_CH2N,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,TIM9_CH2N,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,USART3_CK,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD10,USART3_CK,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD11,ETH_MII_RXD2,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD11,FSMC_A16,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD11,PD11,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD11,TIM9_CH2,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD11,TIM9_CH2,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD11,USART3_CTS,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD11,USART3_CTS,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,ETH_MII_RXD3,,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,FSMC_A17,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,PD12,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,TIM4_CH1,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,TIM9_CH3N,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,TIM9_CH3N,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,USART3_RTS,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD12,USART3_RTS,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD13,FSMC_A18,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD13,PD13,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD13,TIM4_CH2,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD13,TIM9_CH3,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD13,TIM9_CH3,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD14,FSMC_D0,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD14,PD14,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD14,TIM4_CH3,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD14,TIM9_BKIN,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD14,TIM9_BKIN,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD15,FSMC_D1,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD15,PD15,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD15,TIM4_CH4,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD15,TIM9_CH4,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD15,TIM9_CH4,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,DVP_D11,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,FSMC_NADV（9）,default,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,PD2,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,SDIO_CMD,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,TIM3_ETR,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,TIM3_ETR,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,TIM3_ETR,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD2,UART5_RX,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD3,FSMC_CLK,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD3,PD3,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD3,TIM10_CH2,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD3,TIM10_CH2,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD3,USART2_CTS,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD4,FSMC_NOE,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD4,PD4,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD4,USART2_RTS,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD5,FSMC_NWE,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD5,PD5,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD5,TIM10_CH3,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD5,TIM10_CH3,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD5,USART2_TX,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD6,DVP_D10,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD6,FSMC_NWAIT,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD6,PD6,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD6,USART2_RX,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD7,FSMC_NCE2,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD7,FSMC_NE1,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD7,PD7,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD7,TIM10_CH4,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD7,TIM10_CH4,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD7,USART2_CK,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,ETH_MII_RX_D,,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,ETH_MII_RX_DV,remap-1,#,reference,pin-table:zh
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,ETH_RMII_CRS_DV,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,FSMC_D13,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,PD8,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,TIM9_CH1N,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,TIM9_CH1N,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,USART3_TX,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD8,V,remap-1,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,ETH_MII_RXD0,remap-1,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,FSMC_D14,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,PD9,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,TIM9_CH1,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,TIM9_CH1,remap-3,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,TIM9_ETR,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,TIM9_ETR,remap-3,#,reference,pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PD9,USART3_RX,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE0,FSMC_NBL0,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE0,PE0,main,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE0,TIM4_ETR,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE0,TIM4_ETR,remap-1,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE0,UART4_TX,remap-2,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE0,UART4_TX,remap-3,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE1,FSMC_NBL1,default,#,confirmed,pin-table:zh+pin-table:en
CH32V307,CH32V20x_30xDS0.PDF,3-1,PE1,PE1,main,#,confirmed,pin-table:zh+pin-table:en
