family,register,type,member,field,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_2,value,SQ11,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_3,value,SQ11,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_4,value,SQ11,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11,field,,24:20,0x1f00000,,SQ11[4:0] bits (11th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_0,value,SQ12,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_1,value,SQ12,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_2,value,SQ12,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_3,value,SQ12,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12_4,value,SQ12,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ12,field,,29:25,0x3e000000,,SQ12[4:0] bits (12th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_0,value,SQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_1,value,SQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_2,value,SQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_3,value,SQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1_4,value,SQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ1,field,,4:0,0x1f,,SQ1[4:0] bits (1st conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_0,value,SQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_1,value,SQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_2,value,SQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_3,value,SQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2_4,value,SQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ2,field,,9:5,0x3e0,,SQ2[4:0] bits (2nd conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_0,value,SQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_1,value,SQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_2,value,SQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_3,value,SQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3_4,value,SQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ3,field,,14:10,0x7c00,,SQ3[4:0] bits (3rd conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ4_0,value,SQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ4_1,value,SQ4,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ4_2,value,SQ4,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ4_3,value,SQ4,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ4_4,value,SQ4,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ4,field,,19:15,0xf8000,,SQ4[4:0] bits (4th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ5_0,value,SQ5,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ5_1,value,SQ5,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ5_2,value,SQ5,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ5_3,value,SQ5,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ5_4,value,SQ5,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ5,field,,24:20,0x1f00000,,SQ5[4:0] bits (5th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ6_0,value,SQ6,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ6_1,value,SQ6,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ6_2,value,SQ6,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ6_3,value,SQ6,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ6_4,value,SQ6,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR3,ADC,ADC.RSQR3,SQ6,field,,29:25,0x3e000000,,SQ6[4:0] bits (6th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP10_0,value,SMP10,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP10_1,value,SMP10,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP10_2,value,SMP10,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP10,field,,2:0,0x7,,SMP10[2:0] bits (Channel 10 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP11_0,value,SMP11,3,0x8,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP11_1,value,SMP11,4,0x10,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP11_2,value,SMP11,5,0x20,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP11,field,,5:3,0x38,,SMP11[2:0] bits (Channel 11 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP12_0,value,SMP12,6,0x40,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP12_1,value,SMP12,7,0x80,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP12_2,value,SMP12,8,0x100,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP12,field,,8:6,0x1c0,,SMP12[2:0] bits (Channel 12 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP13_0,value,SMP13,9,0x200,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP13_1,value,SMP13,10,0x400,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP13_2,value,SMP13,11,0x800,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP13,field,,11:9,0xe00,,SMP13[2:0] bits (Channel 13 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP14_0,value,SMP14,12,0x1000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP14_1,value,SMP14,13,0x2000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP14_2,value,SMP14,14,0x4000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP14,field,,14:12,0x7000,,SMP14[2:0] bits (Channel 14 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP15_0,value,SMP15,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP15_1,value,SMP15,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP15_2,value,SMP15,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP15,field,,17:15,0x38000,,SMP15[2:0] bits (Channel 15 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP16_0,value,SMP16,18,0x40000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP16_1,value,SMP16,19,0x80000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP16_2,value,SMP16,20,0x100000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP16,field,,20:18,0x1c0000,,SMP16[2:0] bits (Channel 16 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP17_0,value,SMP17,21,0x200000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP17_1,value,SMP17,22,0x400000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP17_2,value,SMP17,23,0x800000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR1,ADC,ADC.SAMPTR1,SMP17,field,,23:21,0xe00000,,SMP17[2:0] bits (Channel 17 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP0_0,value,SMP0,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP0_1,value,SMP0,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP0_2,value,SMP0,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP0,field,,2:0,0x7,,SMP0[2:0] bits (Channel 0 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP1_0,value,SMP1,3,0x8,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP1_1,value,SMP1,4,0x10,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP1_2,value,SMP1,5,0x20,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP1,field,,5:3,0x38,,SMP1[2:0] bits (Channel 1 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP2_0,value,SMP2,6,0x40,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP2_1,value,SMP2,7,0x80,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP2_2,value,SMP2,8,0x100,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP2,field,,8:6,0x1c0,,SMP2[2:0] bits (Channel 2 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP3_0,value,SMP3,9,0x200,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP3_1,value,SMP3,10,0x400,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP3_2,value,SMP3,11,0x800,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP3,field,,11:9,0xe00,,SMP3[2:0] bits (Channel 3 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP4_0,value,SMP4,12,0x1000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP4_1,value,SMP4,13,0x2000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP4_2,value,SMP4,14,0x4000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP4,field,,14:12,0x7000,,SMP4[2:0] bits (Channel 4 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP5_0,value,SMP5,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP5_1,value,SMP5,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP5_2,value,SMP5,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP5,field,,17:15,0x38000,,SMP5[2:0] bits (Channel 5 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP6_0,value,SMP6,18,0x40000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP6_1,value,SMP6,19,0x80000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP6_2,value,SMP6,20,0x100000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP6,field,,20:18,0x1c0000,,SMP6[2:0] bits (Channel 6 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP7_0,value,SMP7,21,0x200000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP7_1,value,SMP7,22,0x400000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP7_2,value,SMP7,23,0x800000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP7,field,,23:21,0xe00000,,SMP7[2:0] bits (Channel 7 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP8_0,value,SMP8,24,0x1000000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP8_1,value,SMP8,25,0x2000000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP8_2,value,SMP8,26,0x4000000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP8,field,,26:24,0x7000000,,SMP8[2:0] bits (Channel 8 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP9_0,value,SMP9,27,0x8000000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP9_1,value,SMP9,28,0x10000000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP9_2,value,SMP9,29,0x20000000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_SAMPTR2,ADC,ADC.SAMPTR2,SMP9,field,,29:27,0x38000000,,SMP9[2:0] bits (Channel 9 Sample time selection),,,#,reference,evt(ch32h417.h)
CH32H417,ADC_STATR,ADC,ADC.STATR,AWD,field,,0,0x1,,Analog watchdog flag,RW0,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_STATR,ADC,ADC.STATR,EOC,field,,1,0x2,,End of conversion,RW0,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_STATR,ADC,ADC.STATR,JEOC,field,,2,0x4,,Injected channel end of conversion,RW0,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_STATR,ADC,ADC.STATR,JSTRT,field,,3,0x8,,Injected channel Start flag,RW0,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_STATR,ADC,ADC.STATR,STRT,field,,4,0x10,,Regular channel Start flag,RW0,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_STATR,ADC,ADC.STATR,RSTF,field,,15,0x8000,,Reset flag,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_WDHTR,ADC,ADC.WDHTR,HT,field,,11:0,0xfff,,Analog watchdog high threshold,RW,4095,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_WDLTR,ADC,ADC.WDLTR,LT,field,,11:0,0xfff,,Analog watchdog low threshold,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,AFIO_AFHR,AFIO,,AFR8_0,value,AFR8,0,0x1,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR8_1,value,AFR8,1,0x2,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR8_2,value,AFR8,2,0x4,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR8_3,value,AFR8,3,0x8,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR8,field,,3:0,0xf,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR9_0,value,AFR9,4,0x10,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR9_1,value,AFR9,5,0x20,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR9_2,value,AFR9,6,0x40,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR9_3,value,AFR9,7,0x80,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR9,field,,7:4,0xf0,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR10_0,value,AFR10,8,0x100,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR10_1,value,AFR10,9,0x200,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR10_2,value,AFR10,10,0x400,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR10_3,value,AFR10,11,0x800,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR10,field,,11:8,0xf00,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR11_0,value,AFR11,12,0x1000,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR11_1,value,AFR11,13,0x2000,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR11_2,value,AFR11,14,0x4000,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR11_3,value,AFR11,15,0x8000,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR11,field,,15:12,0xf000,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR12_0,value,AFR12,16,0x10000,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR12_1,value,AFR12,17,0x20000,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR12_2,value,AFR12,18,0x40000,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR12_3,value,AFR12,19,0x80000,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR12,field,,19:16,0xf0000,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR13_0,value,AFR13,20,0x100000,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR13_1,value,AFR13,21,0x200000,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR13_2,value,AFR13,22,0x400000,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR13_3,value,AFR13,23,0x800000,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR13,field,,23:20,0xf00000,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR14_0,value,AFR14,24,0x1000000,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR14_1,value,AFR14,25,0x2000000,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR14_2,value,AFR14,26,0x4000000,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR14_3,value,AFR14,27,0x8000000,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR14,field,,27:24,0xf000000,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR15_0,value,AFR15,28,0x10000000,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR15_1,value,AFR15,29,0x20000000,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR15_2,value,AFR15,30,0x40000000,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR15_3,value,AFR15,31,0x80000000,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFHR,AFIO,,AFR15,field,,31:28,0xf0000000,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR0_0,value,AFR0,0,0x1,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR0_1,value,AFR0,1,0x2,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR0_2,value,AFR0,2,0x4,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR0_3,value,AFR0,3,0x8,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR0,field,,3:0,0xf,,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR1_0,value,AFR1,4,0x10,1,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR1_1,value,AFR1,5,0x20,2,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR1_2,value,AFR1,6,0x40,4,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR1_3,value,AFR1,7,0x80,8,,,,#,reference,evt(ch32h417.h)
CH32H417,AFIO_AFLR,AFIO,,AFR1,field,,7:4,0xf0,,,,,#,reference,evt(ch32h417.h)
