part_number,series,family,peripheral,role,pad,routing,signal,#,confidence,basis
CH32V203G6U6,CH32V203,CH32V20x,TIM3,CH3,PB0,default,TIM3_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,TIM3,CH3,PB0,remap-2,TIM3_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,TIM3,CH4,PB1,default,TIM3_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,TIM3,CH4,PB1,remap-2,TIM3_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,TIM4,CH1,PB6,default,TIM4_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,TIM4,CH2,PB7,default,TIM4_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,CTS,PA11,default,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,CTS,PA11,remap-1,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,RTS,PA12,default,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,RTS,PA12,remap-1,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,RX,PA10,default,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,RX,PB7,remap-1,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,TX,PA9,default,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART1,TX,PB6,remap-1,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART2,CK,PA4,default,USART2_CK,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART2,CTS,PA0-WKUP,default,USART2_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART2,RTS,PA1,default,USART2_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART2,RX,PA3,default,USART2_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USART2,TX,PA2,default,USART2_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USB,DM,PA11,default,USBDM,#,confirmed,pin-table:zh+pin-table:en
CH32V203G6U6,CH32V203,CH32V20x,USB,DP,PA12,default,USBDP,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN0,PA0-WKUP,default,ADC_IN0,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN1,PA1,default,ADC_IN1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN2,PA2,default,ADC_IN2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN3,PA3,default,ADC_IN3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN4,PA4,default,ADC_IN4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN5,PA5,default,ADC_IN5,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN6,PA6,default,ADC_IN6,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN7,PA7,default,ADC_IN7,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN8,PB0,default,ADC_IN8,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,ADC1,IN9,PB1,default,ADC_IN9,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,CAN1,RX,PA11,default,CAN1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,CAN1,RX,PB8,remap-2,CAN1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,CAN1,TX,PA12,default,CAN1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,I2C1,SCL,PB6,default,I2C1_SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,I2C1,SCL,PB8,remap-1,I2C1_SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,I2C1,SDA,PB7,default,I2C1_SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,I2C1,SMBA,PB5,default,I2C1_SMBA,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA1,CH0N,PB11,default,OPA1_CH0N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA1,CH0P,PB15,default,OPA1_CH0P,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA1,CH1N,PA6,default,OPA1_CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA1,CH1P,PB0,default,OPA1_CH1P,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA1,OUT0,PA3,default,OPA1_OUT0,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA1,OUT1,PB1,default,OPA1_OUT1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA2,CH0N,PB10,default,OPA2_CH0N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA2,CH0P,PB14,default,OPA2_CH0P,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA2,CH1N,PA5,default,OPA2_CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA2,CH1P,PA7,default,OPA2_CH1P,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA2,OUT0,PA2,default,OPA2_OUT0,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,OPA2,OUT1,PA4,default,OPA2_OUT1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,PWR,WKUP,PA0-WKUP,default,WKUP,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,RCC,MCO,PA8,default,MCO,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,SDI,SWCLK,PA14,main,SWCLK,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,SDI,SWDIO,PA13,main,SWDIO,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,SPI1,MISO,PA6,default,SPI1_MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,SPI1,MOSI,PA7,default,SPI1_MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,SPI1,NSS,PA4,default,SPI1_NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,SPI1,SCK,PA5,default,SPI1_SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,BKIN,PA6,remap-1,TIM1_BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,BKIN,PB12,default,TIM1_BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH1,PA8,default,TIM1_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH1,PA8,remap-1,TIM1_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH1N,PA7,remap-1,TIM1_CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH1N,PB13,default,TIM1_CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH2,PA9,default,TIM1_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH2,PA9,remap-1,TIM1_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH2N,PB0,remap-1,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH2N,PB14,default,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH3,PA10,default,TIM1_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH3,PA10,remap-1,TIM1_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH3N,PB1,remap-1,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH3N,PB15,default,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH4,PA11,default,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,CH4,PA11,remap-1,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,ETR,PA12,default,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM1,ETR,PA12,remap-1,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH1,PA0-WKUP,default,TIM2_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH1,PA0-WKUP,remap-2,TIM2_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH2,PA1,default,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH2,PA1,remap-2,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH3,PA2,default,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH3,PA2,remap-1,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH3,PB10,remap-2,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH3,PB10,remap-3,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH4,PA3,default,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH4,PA3,remap-1,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH4,PB11,remap-2,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,CH4,PB11,remap-3,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,ETR,PA0-WKUP,default,TIM2_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM2,ETR,PA0-WKUP,remap-2,TIM2_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM3,CH1,PA6,default,TIM3_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM3,CH2,PA7,default,TIM3_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM3,CH2,PB5,remap-2,TIM3_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM3,CH3,PB0,default,TIM3_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM3,CH3,PB0,remap-2,TIM3_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM3,CH4,PB1,default,TIM3_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM3,CH4,PB1,remap-2,TIM3_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM4,CH1,PB6,default,TIM4_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM4,CH2,PB7,default,TIM4_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,TIM4,CH3,PB8,default,TIM4_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,CK,PA8,default,USART1_CK,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,CK,PA8,remap-1,USART1_CK,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,CTS,PA11,default,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,CTS,PA11,remap-1,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,RTS,PA12,default,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,RTS,PA12,remap-1,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,RX,PA10,default,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,RX,PB7,remap-1,USART1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,TX,PA9,default,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART1,TX,PB6,remap-1,USART1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART2,CK,PA4,default,USART2_CK,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART2,CTS,PA0-WKUP,default,USART2_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART2,RTS,PA1,default,USART2_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART2,RX,PA3,default,USART2_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USART2,TX,PA2,default,USART2_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USB,DM,PA11,default,USBDM,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USB,DP,PA12,default,USBDP,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USBFS,DM,PB6,default,USBFS_DM,#,confirmed,pin-table:zh+pin-table:en
CH32V203G8R6,CH32V203,CH32V20x,USBFS,DP,PB7,default,USBFS_DP,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN0,PA0-WKUP,default,ADC_IN0,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN1,PA1,default,ADC_IN1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN2,PA2,default,ADC_IN2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN3,PA3,default,ADC_IN3,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN4,PA4,default,ADC_IN4,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN5,PA5,default,ADC_IN5,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN6,PA6,default,ADC_IN6,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN7,PA7,default,ADC_IN7,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN8,PB0,default,ADC_IN8,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,ADC1,IN9,PB1,default,ADC_IN9,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,CAN1,RX,PA11,default,CAN1_RX,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,CAN1,TX,PA12,default,CAN1_TX,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,I2C1,SCL,PB6,default,I2C1_SCL,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,I2C1,SDA,PB7,default,I2C1_SDA,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,I2C1,SMBA,PB5,default,I2C1_SMBA,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA1,CH1N,PA6,default,OPA1_CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA1,CH1P,PB0,default,OPA1_CH1P,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA1,OUT0,PA3,default,OPA1_OUT0,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA1,OUT1,PB1,default,OPA1_OUT1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA2,CH1N,PA5,default,OPA2_CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA2,CH1P,PA7,default,OPA2_CH1P,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA2,OUT0,PA2,default,OPA2_OUT0,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,OPA2,OUT1,PA4,default,OPA2_OUT1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,PWR,WKUP,PA0-WKUP,default,WKUP,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,RCC,MCO,PA8,default,MCO,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SDI,SWCLK,PA14,main,SWCLK,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SDI,SWDIO,PA13,main,SWDIO,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,MISO,PA6,default,SPI1_MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,MISO,PB4,remap-1,SPI1_MISO,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,MOSI,PA7,default,SPI1_MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,MOSI,PB5,remap-1,SPI1_MOSI,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,NSS,PA15,remap-1,SPI1_NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,NSS,PA4,default,SPI1_NSS,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,SCK,PA5,default,SPI1_SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,SPI1,SCK,PB3,remap-1,SPI1_SCK,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,BKIN,PA6,remap-1,TIM1_BKIN,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH1,PA8,default,TIM1_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH1,PA8,remap-1,TIM1_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH1N,PA7,remap-1,TIM1_CH1N,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH2,PA9,default,TIM1_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH2,PA9,remap-1,TIM1_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH2N,PB0,remap-1,TIM1_CH2N,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH3,PA10,default,TIM1_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH3,PA10,remap-1,TIM1_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH3N,PB1,remap-1,TIM1_CH3N,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH4,PA11,default,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,CH4,PA11,remap-1,TIM1_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,ETR,PA12,default,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM1,ETR,PA12,remap-1,TIM1_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH1,PA0-WKUP,default,TIM2_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH1,PA0-WKUP,remap-2,TIM2_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH1,PA15,remap-1,TIM2_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH1,PA15,remap-3,TIM2_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH2,PA1,default,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH2,PA1,remap-2,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH2,PB3,remap-1,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH2,PB3,remap-3,TIM2_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH3,PA2,default,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH3,PA2,remap-1,TIM2_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH4,PA3,default,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,CH4,PA3,remap-1,TIM2_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,ETR,PA0-WKUP,default,TIM2_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,ETR,PA0-WKUP,remap-2,TIM2_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,ETR,PA15,remap-1,TIM2_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM2,ETR,PA15,remap-3,TIM2_ETR,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH1,PA6,default,TIM3_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH1,PB4,remap-2,TIM3_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH2,PA7,default,TIM3_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH2,PB5,remap-2,TIM3_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH3,PB0,default,TIM3_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH3,PB0,remap-2,TIM3_CH3,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH4,PB1,default,TIM3_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM3,CH4,PB1,remap-2,TIM3_CH4,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM4,CH1,PB6,default,TIM4_CH1,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,TIM4,CH2,PB7,default,TIM4_CH2,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,USART1,CK,PA8,default,USART1_CK,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,USART1,CK,PA8,remap-1,USART1_CK,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,USART1,CTS,PA11,default,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,USART1,CTS,PA11,remap-1,USART1_CTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,USART1,RTS,PA12,default,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
CH32V203K8T6,CH32V203,CH32V20x,USART1,RTS,PA12,remap-1,USART1_RTS,#,confirmed,pin-table:zh+pin-table:en
