family,group,example,description,#,confidence,basis,source
CH32V407,ADC,DualADC_AlternateTrigger,dual ADC alternate trigger sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,DualADC_Combined_RegInjectionSimul,dual ADC combined regular + injection + simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,DualADC_FastInterleaved,dual ADC fast interleaved sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,DualADC_InjectionSimul,dual ADC injection simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,DualADC_RegSimul,dual ADC regular simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,DualADC_SlowInterleaved,dual ADC slow interleaved sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,ExtLines_Trigger,external lines trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,Internal_Temperature,internal temperature sensor routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ADC,TIM_Trigger,TIM trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en,CH32V4x7_List_EN.txt
CH32V407,ADC,TIM_trigger,,#,confirmed,evt:tree+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,APPLICATION,LTDC_LVGL,use LTDC driver to display some animations on the LCD,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,APPLICATION,SoftUART,I/O port simulation serial port routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ARGB,Gradient,ARGB routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,BKP,BKP,BKP routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CAN,Networking,"CAN routine: normal mode, standard frame and expanded frame data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CAN,TestMode,"test mode, including silent mode, loopback mode and loopback silent mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CAN,Time-triggered,time triggered communication mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,AccuracyDelayInTick,Accuracy Delay routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,CoreMark,CoreMark routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,OS,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,OS/FreeRTOS,FreeRTOS migration routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,OS/HarmonyOS,HarmonyOS migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,OS/TencentOS,TencentOS migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,OS/rt-thread,RT-Thread migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,PMP,Physical memory protection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CPU,SYSTICK_Interrupt,Systick timer routine,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,CRC,CRC_Calculation,CRC routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DAC_DMA,DAC DMA conversion routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DAC_Exit_9_Trig,external trigger DAC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DAC_Noise_Generation,noise waveform generation routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DAC_Normal_OUT,normal output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DAC_Timer_Trig,timer trigger DAC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DAC_Triangle_Generation,triangular waveform generation routine,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DualDAC_SineWave,dual DAC output sine wave routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DAC,DualDAC_Triangle,dual DAC output triangular wave routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DMA,DMA_MEM2MEM,memory to memory mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DVP,DVP_TFTLCD,DVP routine to operate OV2640 camera video mode to display image on LCD,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,DVP,DVP_UART,DVP routine to operate OV2640 camera JPEG mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,DHCP,DHCP demonstration routine to obtain IP automatically,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,DNS,DHCP demonstration routine to obtain IP automatically and then request domain name resolution,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,ETH_CFG,"ETH_CFG routine. Create a UDP Server to communicate with upper computer, to configure WCHNET functions, including configuring various parameters and creating a new communication.",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,ETH_IAP,ETH IAP routine,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,ETH_UART,"ETH_UART routine, to demonstrate data transparent transfer between Ethernet and UART",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,IPRaw_PING,"IP_RAW routine, to demonstrate that the TCP client receives data after connecting to the server and then sends it back",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,IoCHub,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,IoCHub/IoCHub_Demo,"IoCHub basic routines, using AT commands to implement IoCHub's basic function demonstration on MCU",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,IoCHub/IoCHub_UART,"IoCHub UART routine, demonstrating data transparent transmission between IoCHub and UART",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,IoCHub/Lib,IoCHub library file,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,MAC_RAW,Demo of ETH MAC layer data transmission and reception,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,MQTT,"MQTT routine, to demonstrate MQTT protocol communication based on TCP/IP",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,NetLib,Network protocol stack library file,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,TcpClient,demonstration routine that TCP client receives data after connecting to the server and then returns data,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,TcpServer,demonstration routine that TCP server receives data after connecting to the client and then returns data,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,UdpClient,demonstration routine that Udp Client receives data and returns data,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,UdpServer,demonstration routine that Udp Server receives data and returns data,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,ETH,WebServer,"Web Server routine, to demonstrate the configuration of WCHNET device functions through Web browser. As the WCHNET devices have built-in web server, the network parameter configuration and password management of WCHNET can be implemented on the web page.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,EXTI,EXTI0,External Interrupt Routine,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,FLASH,FLASH_Program,"FLASH erase/read/write, and fast programming",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,FSMC,LCD,FSMC routine to operate TFTLCD,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,FSMC,NANDFLASH,FSMC routine to operate NANDFLASH,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,FSMC,NORFLASH,FSMC routine to operate NORFLASH,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,FSMC,SRAM,FSMC routine to operate NOR_ SRAM,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,GPIO,GPIO_Toggle,GPIO routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2C,I2C_10bit_Mode,"10 bit address mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2C,I2C_7bit_Interrupt_Mode,Use interrupt to receive and send routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2C,I2C_7bit_Mode,"7-bit address mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2C,I2C_DMA,"I2C DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2C,I2C_EEPROM,I2C interface routine to operate EEPROM peripheral,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2C,I2C_PEC,"PEC error check, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2S,HostRx_SlaveTx,I2S master receiver slave transmitter routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I2S,I2S_DMA,I2S master transmitter slave receiver DMA routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,I3C,I3C_DMA_Controller,I3C master routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,IAP,USB+UART,USB+UART IAP routine,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,INT,Interrupt_VTF,VTF IRQ interrupt routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,IWDG,IWDG,Independent Watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,LTDC,LTDC_Display,LTDC display routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,OPA,OPA,OPA output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PSRAM,PSRAM,PSRAM routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,PVD_VoltageJudger,PVD voltage Judger Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,PVD_Wakeup,STOP mode PVD wakeup MCU Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,Sleep_Mode,"low power, sleep mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,Standby_Mode,"low power, standby mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,Standby_RAM_Application,"When MCU in standby mode, RAM 32k low-power data holding application routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,Standby_RAM_LV_Mode,"when LV is enabled in standby mode, RAM 32k low-power data holding routines",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,Standby_RAM_Mode,"when LV is not enabled in standby mode, RAM 32k low-power data holding routines",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,PWR,Stop_Mode,"low power, stop mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,RCC,Get_CLK,Get system-HCLK-AHB1-AHB2 clock routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,RCC,HSI_Calibration,HSI calibrate routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,RCC,LSI_Calibration,LSI calibrate routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,RCC,MCO,MCO pin clock output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,RNG,RNG,：Random number generator routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,RTC,RTC_Calendar,Calendar Routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,RTC,RTC_Calibration,RTC calibrate Routines,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SDIO,SDIO_EMMC,SDIO routine to operate eMMC card,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SDIO,SDIO_SD,SDIO routine to operate SD card,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SDI_Printf,SDI_Printf,"debug interface SDI, virtual serial port.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SPI,1Lines_half-duplex,"single wire half duplex mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SPI,2Lines_FullDuplex,"two-wire full duplex mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SPI,FullDuplex_HardNSS,"Hardware NSS mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SPI,SPI_CRC,CRC error check and master/slave mode transceiver routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SPI,SPI_DMA,"SPI uses DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SPI,SPI_FLASH,SPI interface operation flash peripheral routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SPI,SPI_LCD,SPI interface operation FLASH  and LCD peripheral routines,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,SYSTICK,SYSTICK_Interrupt,Systick timer routine,#,reference,evt:list-en,CH32V4x7_List_EN.txt
CH32V407,TIM,Clock_Select,clock source selection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,ComplementaryOutput_DeadTime,complementary output and deadband insertion mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,Encode,Timer encoder mode routines,#,reference,evt:list-en,CH32V4x7_List_EN.txt
CH32V407,TIM,Encoder,,#,confirmed,evt:tree+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,ExtTrigger_Start_Two_Timer,external trigger routines to start two timers synchronously,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,Input_Capture,input capture routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,One_Pulse,single pulse output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,Output_Compare_Mode,output comparison mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,PWM_6_Step,Timer 6_Step PWM routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,PWM_Output,PWM output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,PWM_Phase_shifted,Timer PWM Phase shifted routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,Synchro_ExtTrigger,"slave mode routine, including reset mode, gating mode and trigger mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,Synchro_Timer,timer synchronization mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,TIM_Continuous,Timer continuous routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,TIM_DMA,timer DMA routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,TIM,TIM_INT,Timer interput mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_DMA,"USART DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_HalfDuplex,"single wire half duplex mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_HardwareFlowControl,"hardware flow control mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_Idle_Recv,USART use DMA receiving indeterminate length data routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_Interrupt,"USART interrupt routine, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_MultiProcessorCommunication,multiprocessor communication mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_Polling,"polling transceiver mode, master/slave transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_Printf,USART Print debugging routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USART,USART_SynchronousMode,"synchronous mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS,,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE,,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/CH372,"Simulates a custom USB device (CH372 device) with endpoints 1, 3 down and 2, 4 up. Data down from endpoint 1 is uploaded from endpoint 3 and not reversed, and data down from endpoint 2 is uploaded from endpoint 4 and reversed.",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/Compatibility_HID,"Simulates HID devices, with data transmitted up and down through the serial port.",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/MSC_CD-ROM,"Simulate CDROM, need external SPI-Flash",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/MSC_U-Disk,"Smulates a simple USB flash drive, optionally using on-chip Flash or external SPI-Flash",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/SimulateCDC,Simulate a CDC serial port and use serial port 2 to send and receive.,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/SimulateCDC-HID,"Simulate a CDC serial port, use serial port 2 to send and receive, HID interrupt endpoints to send and receive data to reverse and upload.",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/USB_ECM-NetWorkAdaptor,USB ECM routines,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/USB_NCM-NetWorkAdaptor,USB NCM routines,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE/USB_RNDIS-NetWorkAdaptor,USB RNDIS routines,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE_Host,,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/DEVICE_Host/Device_Host_DataTrans,"USB HS keyboard passthrough and macro demo supporting dual USB Host/Device switching, sleep-wakeup, and key expansion functions",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/Dual_device,,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/Dual_device/cdc_transfer,Dual USB port CDC transmission,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/Dual_device/rndis_transfer,Dual USB port RNDIS transmission,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/HOST,,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/HOST/HOST_IAP,,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/HOST/HOST_IAP/HOST_IAP,"A host U-disk IAP routine organized based on the U-disk read file routine, reads a file named APP.bin from the U-disk, writes it to internal flash, and automatically jumps after verification.",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/HOST/HOST_KM,"Host operation keyboard and mouse, retrieve the endpoint data uploaded by the keyboard and mouse, and print it. Supports level 1 hub under USBFS port",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/HOST/Host_Udisk,USB host operation USB drive routine,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/HOST/MTP_FileSystem,"List the process from a USB host to a device that supports MTP and PTP protocols, and read its files",#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,USB,USBHS/HOST/Udisk_Lib,USB file system library files,#,confirmed,evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32V407,WWDG,WWDG,Window Watchdog Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32V4x7_List_EN.txt
CH32X035,ADC,ADC_DMA,ADC DMA sampling routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,ADC,AnalogWatchdog,analog watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,ADC,Auto_Injection,automatic injection mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,ADC,Discontinuous_mode,discontinuous mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,ADC,ExtLines_Trigger,external lines trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,APPLICATION,WS2812_LED,Operating WS2812 via SPI\PWM Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,DMA,DMA_MEM2MEM,Memory to memory mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,DMA,DMA_MEM2PERIP,"Memory to peripheral mode, and peripheral to memory mode routine, see peripheral sub-routines",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,EXTI,EXTI0,External Interrupt Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,FLASH,BootAsUser,Boot Flash used for user flash,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,FLASH,FLASH_Program,"FLASH erase/read/write, and fast programming",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,FreeRTOS,FreeRTOS_Core,FreeRTOS migration routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,GPIO,GPIO_Toggle,GPIO routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,HarmonyOS,LiteOS_m,HarmonyOS migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,I2C,I2C_10bit_Mode,"10-bit addressing mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,I2C,I2C_7bit_Interrupt_Mode,Send/receive routines using interrupts,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,I2C,I2C_7bit_Mode,"7-bit addressing mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,I2C,I2C_DMA,"I2C DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,I2C,I2C_EEPROM,I2C interface routine to operate EEPROM peripheral,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,I2C,I2C_PEC,"PEC error check, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
